epoch,aptitude,team_name,starter,pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
13,390,Team 656,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
13,390,Team 657,5,Gyarados,Silvally,Greninja,Torterra,Noivern,Kangaskhan
13,390,Team 658,5,Gyarados,Silvally,Abra,Ponyta,Drapion,Kangaskhan
13,390,Team 659,1,Arcanine,Silvally,Abra,Ponyta,Drapion,Kangaskhan
13,389,Team 660,5,Roselia,Silvally,Greninja,Torterra,Noivern,Kangaskhan
13,389,Team 661,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
13,388,Team 662,5,Arcanine,Silvally,Pineco,Torterra,Noivern,Kangaskhan
13,386,Team 663,1,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
13,385,Team 664,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Kangaskhan
13,385,Team 665,5,Wishiwashi,Silvally,Greninja,Torterra,Noivern,Kangaskhan
13,385,Team 666,5,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
13,385,Team 667,5,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
13,385,Team 668,1,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
13,384,Team 669,5,Arcanine,Silvally,Abra,Dhelmise,Drapion,Kangaskhan
13,384,Team 670,1,Arcanine,Silvally,Abra,Ponyta,Wynaut,Kangaskhan
13,383,Team 671,3,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
13,383,Team 672,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
13,381,Team 673,3,Wishiwashi,Silvally,Abra,Ponyta,Noivern,Kangaskhan
13,379,Team 674,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Bouffalant
13,379,Team 675,2,Roselia,Silvally,Abra,Torterra,Noivern,Kangaskhan
13,376,Team 676,4,Salazzle,Silvally,Smeargle,Dhelmise,Noivern,Kangaskhan
13,365,Team 677,5,Wishiwashi,Silvally,Greninja,Torterra,Noivern,Bouffalant
13,362,Team 678,4,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
13,352,Team 679,5,Arcanine,Silvally,Abra,Exeggutor,Noivern,Bouffalant
13,352,Team 680,1,Wishiwashi,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
13,345,Team 681,5,Roselia,Silvally,Greninja,Torterra,Drapion,Kangaskhan
13,340,Team 682,3,Wishiwashi,Silvally,Abra,Ponyta,Drapion,Kangaskhan
13,334,Team 683,5,Wishiwashi,Silvally,Abra,Torterra,Wynaut,Kangaskhan
13,327,Team 684,4,Golbat,Silvally,Abra,Bergmite,Noivern,Kangaskhan
13,318,Team 685,5,Arcanine,Pichu,Abra,Torterra,Noivern,Kangaskhan
13,313,Team 686,5,Arcanine,Pichu,Abra,Dhelmise,Noivern,Kangaskhan
13,313,Team 687,3,Arcanine,Pichu,Abra,Dhelmise,Noivern,Kangaskhan
13,313,Team 688,5,Arcanine,Pichu,Abra,Dhelmise,Noivern,Kangaskhan
13,234,Team 689,5,Wishiwashi,Silvally,Greninja,Torterra,Drapion,Kangaskhan
13,222,Team 690,5,Roselia,Silvally,Greninja,Torterra,Noivern,Nuzleaf
13,206,Team 691,5,Roselia,Silvally,Abra,Dhelmise,Noivern,Nuzleaf
13,201,Team 692,5,Arcanine,Pichu,Abra,Torterra,Noivern,Bouffalant
13,194,Team 693,3,Arcanine,Relicanth,Abra,Dhelmise,Noivern,Kangaskhan
13,187,Team 694,3,Arcanine,Silvally,Abra,Dhelmise,Noivern,Loudred
13,167,Team 695,3,Gyarados,Cinccino,Abra,Ponyta,Palossand,Kangaskhan
13,125,Team 696,4,Salazzle,Gothita,Abra,Torterra,Noivern,Kangaskhan
13,111,Team 697,1,Arcanine,Pichu,Eelektrik,Dhelmise,Meganium,Espeon
13,47,Team 698,1,Girafarig,Gothita,Smeargle,Torterra,Noivern,Kangaskhan
13,19,Team 699,1,Wishiwashi,Barboach,Abra,Ponyta,Wynaut,Kangaskhan
14,400,Team 700,5,Arcanine,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
14,399,Team 701,1,Gyarados,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
14,396,Team 702,5,Arcanine,Silvally,Greninja,Ponyta,Wynaut,Kangaskhan
14,396,Team 703,5,Serperior,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
14,396,Team 704,5,Arcanine,Silvally,Greninja,Ponyta,Wynaut,Kangaskhan
14,395,Team 705,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,394,Team 706,1,Arcanine,Silvally,Greninja,Ponyta,Wynaut,Kangaskhan
14,394,Team 707,1,Arcanine,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
14,394,Team 708,1,Serperior,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,390,Team 709,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
14,390,Team 710,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
14,390,Team 711,5,Whimsicott,Silvally,Abomasnow,Ponyta,Noivern,Kangaskhan
14,389,Team 712,1,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
14,389,Team 713,5,Whimsicott,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
14,389,Team 714,5,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
14,388,Team 715,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
14,388,Team 716,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
14,388,Team 717,5,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
14,388,Team 718,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
14,388,Team 719,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
14,388,Team 720,5,Gyarados,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,388,Team 721,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
14,385,Team 722,3,Roselia,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,385,Team 723,5,Wishiwashi,Silvally,Pineco,Ponyta,Noivern,Kangaskhan
14,383,Team 724,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
14,380,Team 725,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Kangaskhan
14,380,Team 726,5,Arcanine,Silvally,Abra,Dhelmise,Drapion,Kangaskhan
14,380,Team 727,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Kangaskhan
14,380,Team 728,5,Arcanine,Silvally,Abra,Torterra,Drapion,Kangaskhan
14,379,Team 729,5,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
14,379,Team 730,5,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
14,379,Team 731,5,Arcanine,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
14,379,Team 732,5,Salazzle,Silvally,Smeargle,Torterra,Noivern,Kangaskhan
14,379,Team 733,5,Arcanine,Silvally,Pineco,Torterra,Noivern,Kangaskhan
14,377,Team 734,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Bouffalant
14,375,Team 735,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,375,Team 736,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
14,374,Team 737,1,Salazzle,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
14,373,Team 738,4,Salazzle,Shiftry,Greninja,Torterra,Noivern,Kangaskhan
14,367,Team 739,5,Arcanine,Silvally,Abra,Torterra,Skiddo,Bouffalant
14,349,Team 740,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
14,340,Team 741,5,Krokorok,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
14,338,Team 742,1,Arcanine,Silvally,Abra,Ponyta,Noivern,Bouffalant
14,336,Team 743,5,Roselia,Silvally,Greninja,Dhelmise,Drapion,Kangaskhan
14,330,Team 744,1,Gyarados,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
14,309,Team 745,5,Arcanine,Pichu,Abra,Torterra,Noivern,Kangaskhan
14,284,Team 746,5,Arcanine,Pichu,Smeargle,Dhelmise,Noivern,Kangaskhan
14,248,Team 747,5,Wishiwashi,Silvally,Abra,Ponyta,Noivern,Bouffalant
14,160,Team 748,3,Arcanine,Pichu,Abra,Dhelmise,Noivern,Kangaskhan
14,122,Team 749,1,Arcanine,Pichu,Eelektrik,Dhelmise,Meganium,Espeon
15,400,Team 750,5,Arcanine,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
15,400,Team 751,5,Arcanine,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
15,398,Team 752,5,Arcanine,Silvally,Pineco,Darmanitan,Noivern,Kangaskhan
15,397,Team 753,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,397,Team 754,1,Arcanine,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
15,395,Team 755,5,Whimsicott,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
15,395,Team 756,1,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
15,395,Team 757,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
15,395,Team 758,5,Whimsicott,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
15,395,Team 759,5,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
15,392,Team 760,1,Serperior,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,392,Team 761,5,Salazzle,Silvally,Abra,Torterra,Noivern,Kangaskhan
15,392,Team 762,5,Salazzle,Silvally,Abra,Torterra,Noivern,Kangaskhan
15,392,Team 763,1,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
15,392,Team 764,5,Gyarados,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,392,Team 765,5,Serperior,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,392,Team 766,5,Serperior,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,392,Team 767,5,Roselia,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,391,Team 768,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
15,391,Team 769,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
15,391,Team 770,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
15,389,Team 771,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
15,389,Team 772,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
15,387,Team 773,1,Arcanine,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
15,386,Team 774,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Kangaskhan
15,386,Team 775,5,Arcanine,Silvally,Abra,Torterra,Wynaut,Kangaskhan
15,386,Team 776,5,Arcanine,Silvally,Abra,Dhelmise,Drapion,Kangaskhan
15,386,Team 777,5,Arcanine,Silvally,Abra,Torterra,Drapion,Kangaskhan
15,386,Team 778,5,Weavile,Silvally,Pineco,Ponyta,Noivern,Kangaskhan
15,385,Team 779,2,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,384,Team 780,5,Arcanine,Silvally,Pineco,Torterra,Noivern,Kangaskhan
15,382,Team 781,5,Whimsicott,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,381,Team 782,5,Arcanine,Silvally,Abra,Torterra,Skiddo,Bouffalant
15,380,Team 783,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,380,Team 784,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
15,373,Team 785,5,Salazzle,Silvally,Greninja,Darmanitan,Mudsdale,Kangaskhan
15,371,Team 786,5,Arcanine,Silvally,Abra,Torterra,Noivern,Bouffalant
15,352,Team 787,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
15,352,Team 788,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
15,351,Team 789,5,Wishiwashi,Silvally,Abra,Ponyta,Wynaut,Kangaskhan
15,332,Team 790,1,Serperior,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
15,324,Team 791,1,Gyarados,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
15,316,Team 792,5,Arcanine,Pichu,Abra,Torterra,Noivern,Kangaskhan
15,258,Team 793,5,Krokorok,Silvally,Abra,Ponyta,Noivern,Kangaskhan
15,200,Team 794,5,Salazzle,Silvally,Greninja,Torterra,Wynaut,Kangaskhan
15,157,Team 795,4,Salazzle,Shiftry,Greninja,Torterra,Noivern,Kangaskhan
15,157,Team 796,4,Salazzle,Shiftry,Greninja,Torterra,Noivern,Kangaskhan
15,141,Team 797,1,Arcanine,Pichu,Eelektrik,Dhelmise,Meganium,Espeon
15,90,Team 798,5,Wishiwashi,Silvally,Abra,Ponyta,Wynaut,Bouffalant
15,8,Team 799,5,Wishiwashi,Dugtrio,Abra,Ponyta,Noivern,Pancham
16,400,Team 800,5,Arcanine,Silvally,Greninja,Darmanitan,Mudsdale,Kangaskhan
16,399,Team 801,5,Arcanine,Silvally,Greninja,Durant,Noivern,Kangaskhan
16,399,Team 802,5,Pikipek,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
16,398,Team 803,1,Arcanine,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
16,396,Team 804,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,396,Team 805,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,396,Team 806,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,395,Team 807,5,Arcanine,Silvally,Abra,Darmanitan,Noivern,Kangaskhan
16,395,Team 808,5,Arcanine,Silvally,Greninja,Torterra,Drapion,Kangaskhan
16,395,Team 809,5,Arcanine,Silvally,Pineco,Darmanitan,Slowpoke,Kangaskhan
16,392,Team 810,5,Serperior,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
16,392,Team 811,1,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
16,391,Team 812,5,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
16,391,Team 813,1,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
16,391,Team 814,5,Gyarados,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,391,Team 815,5,Serperior,Silvally,Abra,Torterra,Noivern,Kangaskhan
16,391,Team 816,5,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
16,391,Team 817,5,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
16,390,Team 818,5,Salazzle,Silvally,Abra,Torterra,Noivern,Kangaskhan
16,389,Team 819,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
16,389,Team 820,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
16,388,Team 821,1,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
16,388,Team 822,1,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
16,388,Team 823,5,Salazzle,Silvally,Abra,Ponyta,Diglett,Kangaskhan
16,387,Team 824,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
16,384,Team 825,5,Wishiwashi,Silvally,Pineco,Ponyta,Noivern,Kangaskhan
16,384,Team 826,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
16,384,Team 827,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
16,383,Team 828,2,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,382,Team 829,5,Arcanine,Silvally,Abra,Torterra,Mudsdale,Kangaskhan
16,382,Team 830,5,Arcanine,Silvally,Abra,Torterra,Drapion,Kangaskhan
16,380,Team 831,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,380,Team 832,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,380,Team 833,5,Krokorok,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,380,Team 834,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
16,379,Team 835,5,Wishiwashi,Silvally,Greninja,Plusle,Noivern,Kangaskhan
16,374,Team 836,5,Wishiwashi,Silvally,Pineco,Dhelmise,Noivern,Kangaskhan
16,366,Team 837,5,Arcanine,Meowstic-M,Abra,Darmanitan,Noivern,Kangaskhan
16,347,Team 838,3,Arcanine,Silvally,Abra,Torterra,Noivern,Bouffalant
16,343,Team 839,5,Whimsicott,Silvally,Abra,Torterra,Wynaut,Kangaskhan
16,340,Team 840,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
16,340,Team 841,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
16,340,Team 842,1,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
16,335,Team 843,5,Salazzle,Silvally,Greninja,Ponyta,Infernape,Kangaskhan
16,330,Team 844,1,Whimsicott,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
16,314,Team 845,5,Wishiwashi,Silvally,Abra,Torterra,Sewaddle,Kangaskhan
16,268,Team 846,5,Krokorok,Silvally,Abra,Ponyta,Noivern,Kangaskhan
16,259,Team 847,5,Wishiwashi,Silvally,Abra,Ponyta,Noivern,Bouffalant
16,51,Team 848,5,Arcanine,Furfrou,Rowlet,Torterra,Noivern,Shiinotic
16,21,Team 849,5,Wishiwashi,Hitmonlee,Abra,Torterra,Sewaddle,Kangaskhan
17,400,Team 850,5,Arcanine,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
17,399,Team 851,5,Arcanine,Silvally,Greninja,Torterra,Drapion,Kangaskhan
17,399,Team 852,5,Serperior,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
17,399,Team 853,5,Pikipek,Silvally,Greninja,Darmanitan,Noivern,Kangaskhan
17,399,Team 854,5,Arcanine,Silvally,Greninja,Torterra,Drapion,Kangaskhan
17,398,Team 855,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,398,Team 856,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,398,Team 857,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,397,Team 858,5,Serperior,Silvally,Abra,Darmanitan,Noivern,Kangaskhan
17,397,Team 859,5,Arcanine,Silvally,Greninja,Ponyta,Drapion,Kangaskhan
17,397,Team 860,5,Arcanine,Silvally,Greninja,Durant,Drapion,Kangaskhan
17,396,Team 861,1,Salazzle,Silvally,Abra,Darmanitan,Noivern,Kangaskhan
17,395,Team 862,5,Arcanine,Silvally,Abra,Darmanitan,Noivern,Kangaskhan
17,393,Team 863,5,Serperior,Silvally,Abra,Torterra,Noivern,Kangaskhan
17,393,Team 864,5,Salazzle,Silvally,Abra,Darmanitan,Noivern,Kangaskhan
17,392,Team 865,5,Serperior,Silvally,Abra,Darmanitan,Slowpoke,Kangaskhan
17,390,Team 866,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,390,Team 867,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,387,Team 868,5,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,386,Team 869,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,385,Team 870,2,Arcanine,Silvally,Salazzle,Pichu,Noivern,Kangaskhan
17,384,Team 871,5,Salazzle,Silvally,Abra,Ponyta,Diglett,Kangaskhan
17,384,Team 872,5,Gyarados,Silvally,Abra,Torterra,Noivern,Kangaskhan
17,383,Team 873,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
17,383,Team 874,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
17,383,Team 875,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
17,381,Team 876,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
17,381,Team 877,5,Krokorok,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,381,Team 878,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
17,381,Team 879,5,Ekans,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
17,381,Team 880,5,Arcanine,Silvally,Abra,Ponyta,Slowpoke,Kangaskhan
17,380,Team 881,2,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,379,Team 882,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
17,379,Team 883,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
17,378,Team 884,5,Carvanha,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,377,Team 885,5,Wishiwashi,Silvally,Greninja,Plusle,Noivern,Kangaskhan
17,376,Team 886,5,Salazzle,Silvally,Abra,Dhelmise,Munna,Kangaskhan
17,376,Team 887,5,Salazzle,Silvally,Pineco,Darmanitan,Noivern,Kangaskhan
17,375,Team 888,5,Salazzle,Silvally,Greninja,Torterra,Noivern,Kangaskhan
17,372,Team 889,5,Serperior,Silvally,Abra,Torterra,Diglett,Kangaskhan
17,372,Team 890,5,Serperior,Silvally,Abra,Torterra,Diglett,Kangaskhan
17,371,Team 891,5,Arcanine,Meowstic-M,Abra,Darmanitan,Noivern,Kangaskhan
17,361,Team 892,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Bouffalant
17,335,Team 893,5,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
17,335,Team 894,1,Wishiwashi,Silvally,Abra,Ponyta,Sewaddle,Kangaskhan
17,324,Team 895,5,Arcanine,Furfrou,Rowlet,Plusle,Noivern,Kangaskhan
17,264,Team 896,5,Whimsicott,Silvally,Abra,Ponyta,Noivern,Kangaskhan
17,264,Team 897,5,Whimsicott,Silvally,Abra,Ponyta,Noivern,Kangaskhan
17,216,Team 898,5,Serperior,Silvally,Abra,Ponyta,Noivern,Kangaskhan
17,213,Team 899,5,Arcanine,Silvally,Greninja,Plusle,Noivern,Shiinotic
18,397,Team 900,5,Arcanine,Silvally,Greninja,Torterra,Slowpoke,Kangaskhan
18,396,Team 901,5,Arcanine,Silvally,Greninja,Dhelmise,Noivern,Kangaskhan
18,396,Team 902,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
18,396,Team 903,5,Gyarados,Silvally,Abra,Torterra,Bellsprout,Kangaskhan
18,394,Team 904,2,Arcanine,Silvally,Salazzle,Ponyta,Noivern,Kangaskhan
18,394,Team 905,2,Arcanine,Silvally,Salazzle,Ponyta,Noivern,Kangaskhan
18,394,Team 906,5,Arcanine,Silvally,Abra,Darmanitan,Slowpoke,Kangaskhan
18,394,Team 907,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,394,Team 908,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,393,Team 909,5,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,393,Team 910,5,Salazzle,Silvally,Abra,Darmanitan,Diglett,Kangaskhan
18,393,Team 911,5,Arcanine,Silvally,Greninja,Combusken,Noivern,Kangaskhan
18,392,Team 912,5,Whimsicott,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,392,Team 913,5,Whimsicott,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,392,Team 914,5,Serperior,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,391,Team 915,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,391,Team 916,5,Wishiwashi,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,391,Team 917,5,Salazzle,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,390,Team 918,5,Arcanine,Silvally,Abra,Ponyta,Noivern,Kangaskhan
18,390,Team 919,5,Gyarados,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,390,Team 920,5,Gyarados,Silvally,Abra,Ponyta,Noivern,Kangaskhan
18,388,Team 921,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,388,Team 922,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,388,Team 923,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,388,Team 924,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,388,Team 925,5,Arcanine,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,387,Team 926,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
18,387,Team 927,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Kangaskhan
18,387,Team 928,5,Serperior,Silvally,Abra,Darmanitan,Heracross,Kangaskhan
18,386,Team 929,5,Krokorok,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,385,Team 930,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
18,385,Team 931,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
18,385,Team 932,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
18,385,Team 933,5,Wishiwashi,Silvally,Abra,Dhelmise,Noivern,Kangaskhan
18,384,Team 934,5,Carvanha,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,384,Team 935,5,Carvanha,Silvally,Abra,Torterra,Noivern,Kangaskhan
18,378,Team 936,5,Carvanha,Silvally,Greninja,Torterra,Noivern,Kangaskhan
18,365,Team 937,5,Arcanine,Meowstic-M,Abra,Darmanitan,Noivern,Kangaskhan
18,362,Team 938,5,Salazzle,Silvally,Abra,Ponyta,Noivern,Bouffalant
18,336,Team 939,5,Salazzle,Silvally,Greninja,Ponyta,Diglett,Kangaskhan
18,330,Team 940,5,Arcanine,Seadra,Golurk,Ponyta,Noivern,Kangaskhan
18,330,Team 941,5,Wishiwashi,Silvally,Abra,Torterra,Diglett,Kangaskhan
18,321,Team 942,5,Arcanine,Meowstic-M,Abra,Ponyta,Noivern,Kangaskhan
18,308,Team 943,5,Arcanine,Shuckle,Abra,Torterra,Noivern,Kangaskhan
18,293,Team 944,5,Wishiwashi,Silvally,Abra,Dhelmise,Horsea,Kangaskhan
18,215,Team 945,5,Serperior,Silvally,Abra,Ponyta,Noivern,Kangaskhan
18,214,Team 946,4,Salazzle,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
18,204,Team 947,5,Arcanine,Meowstic-M,Abra,Darmanitan,Noivern,Bouffalant
18,174,Team 948,5,Serperior,Glalie,Abra,Ponyta,Slowpoke,Kangaskhan
18,165,Team 949,5,Carvanha,Roserade,Abra,Ponyta,Noivern,Kangaskhan
19,399,Team 950,5,Arcanine,Silvally,Salazzle,Ponyta,Noivern,Kangaskhan
19,397,Team 951,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
19,397,Team 952,5,Arcanine,Silvally,Greninja,Torterra,Noivern,Kangaskhan
19,396,Team 953,5,Salazzle,Silvally,Abra,Darmanitan,Diglett,Kangaskhan
19,396,Team 954,5,Salazzle,Silvally,Abra,Darmanitan,Diglett,Kangaskhan
19,395,Team 955,2,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
19,389,Team 956,5,Serperior,Silvally,Abra,Torterra,Noivern,Kangaskhan
19,389,Team 957,4,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
19,388,Team 958,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
19,388,Team 959,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
